foodId,label,category,foodContentsLabel,image
3282946015837,Nicolas Feuillatte,"en:beverages, en:alcoholic-beverages, en:wines, en:wines-from-france, en:sparkling-wines, en:champagnes, en:french-champagnes, fr:champagnes-bruts","Champagne, Contient des _sulfites_",https://images.openfoodfacts.org/images/products/328/294/601/5837/front_fr.7.400.jpg
3049614222245,Champagne Veuve Clicquot brut,"en:beverages-and-beverages-preparations, en:beverages, en:alcoholic-beverages, en:wines, en:sparkling-wines, en:champagnes",,https://images.openfoodfacts.org/images/products/304/961/422/2245/front_fr.7.400.jpg
3185370729960,Br МОЁ HANDON MOET & CHANDON CHAMPAGNE IMPERIAL BR,"en:beverages-and-beverages-preparations, en:beverages, en:alcoholic-beverages, en:wines, en:sparkling-wines, en:champagnes","IMPERIAL LOOK BEHIND THE SCENES OF OUR MAISON SERIE CALL CONTAINS 12.5% vol 750ml 9.4 UK For further health information visit be drinkaware.co.uk MPORTED BY: MOET HENNESSY UK LIMITED, 18 GROSVENOR GARDENS, LONDON SW ODHUK CHAMPAGNE-BRUT-PRODUIT DE FRANCE - PRODUCT OF FRANCE PRODUCED BY CHAMPAGNE MOET & CHANDON - EPERNAY-FRANCE-NM-549-002",https://images.openfoodfacts.org/images/products/318/537/072/9960/front_de.3.400.jpg
3043700103715,Champagne brut Cordon Rouge,"en:beverages, en:alcoholic-beverages, en:wines, en:wines-from-france, en:sparkling-wines, en:champagnes, en:french-champagnes, fr:champagnes-bruts",Contient des sulfites.,https://images.openfoodfacts.org/images/products/304/370/010/3715/front_fr.11.400.jpg
3282946100090,Champagne brut rosé,"en:beverages-and-beverages-preparations, en:beverages, en:alcoholic-beverages, en:wines, en:sparkling-wines, en:champagnes, en:rose-wines, fr:champagnes-roses",,https://images.openfoodfacts.org/images/products/328/294/610/0090/front_fr.8.400.jpg
3049610004104,Veuve Clicquot Champagne Ponsardin Brut,"en:beverages-and-beverages-preparations, en:beverages, en:alcoholic-beverages, en:wines, en:sparkling-wines, en:champagnes",Champagne,https://images.openfoodfacts.org/images/products/304/961/000/4104/front_fr.39.400.jpg
3267851000116,Champagne Orgueil de France,"en:beverages-and-beverages-preparations, en:beverages, en:alcoholic-beverages, en:wines, en:wines-from-france, en:sparkling-wines, en:champagnes, en:french-champagnes",Champagne,https://images.openfoodfacts.org/images/products/326/785/100/0116/front_fr.7.400.jpg
3359952005005,"Champagne AOP, brut","en:beverages, en:alcoholic-beverages, en:wines, en:sparkling-wines, en:champagnes, fr:champagnes-bruts",Champagne brut (_sulfites_),https://images.openfoodfacts.org/images/products/335/995/200/5005/front_fr.6.400.jpg
3113934004147,Canard Duchêne,"en:beverages, en:alcoholic-beverages, en:wines, en:sparkling-wines, en:champagnes, fr:liquide",Pinots et de Chardonnay,https://images.openfoodfacts.org/images/products/311/393/400/4147/front_fr.4.400.jpg
3043700103821,Cordon Rouge,"en:beverages, en:alcoholic-beverages, en:wines, en:wines-from-france, en:sparkling-wines, en:champagnes, en:french-champagnes",Champagne (contient _sulfites_),https://images.openfoodfacts.org/images/products/304/370/010/3821/front_fr.10.400.jpg
3256223411209,Champagne AOP demi-sec Louis,"en:beverages-and-beverages-preparations, en:beverages, en:alcoholic-beverages, en:wines, en:sparkling-wines, en:champagnes",Contient des SULFITES,https://images.openfoodfacts.org/images/products/325/622/341/1209/front_fr.11.400.jpg
3267852534122,Champagne Charles Lafitte Belle Cuvée Brut,"en:beverages, en:alcoholic-beverages, en:wines, en:sparkling-wines, en:champagnes",Champagne,https://images.openfoodfacts.org/images/products/326/785/253/4122/front_fr.4.400.jpg
3416181017169,Champagne AOP brut,"en:beverages-and-beverages-preparations, en:beverages, en:alcoholic-beverages, en:wines, en:sparkling-wines, en:champagnes, fr:champagnes-bruts",Champagne,https://images.openfoodfacts.org/images/products/341/618/101/7169/front_fr.7.400.jpg
3113934002358,Champagne,"en:beverages, en:alcoholic-beverages, en:wines, en:sparkling-wines, en:champagnes",,https://images.openfoodfacts.org/images/products/311/393/400/2358/front_fr.8.400.jpg
3043700103913,Champagne Brut Millésimé 2012,"en:beverages, en:alcoholic-beverages, en:wines, en:wines-from-france, en:sparkling-wines, en:champagnes, en:french-champagnes",Pinot Noir - Chardonnay - Pinot Meunier,https://images.openfoodfacts.org/images/products/304/370/010/3913/front_fr.11.400.jpg
3185370001233,Moët & Chandon Brut Impérial,"en:beverages-and-beverages-preparations, en:beverages, en:alcoholic-beverages, en:wines, en:wines-from-france, en:sparkling-wines, en:champagnes, en:french-champagnes",,https://images.openfoodfacts.org/images/products/318/537/000/1233/front_fr.4.400.jpg
8480000229779,Cava brut,"en:beverages, en:alcoholic-beverages, en:wines, en:sparkling-wines, en:champagnes",,https://images.openfoodfacts.org/images/products/848/000/022/9779/front_es.4.400.jpg
3043700103814,G.H. MUMM CHAMPAGNE Cordon Rouge,"en:beverages, en:alcoholic-beverages, en:wines, en:wines-from-france, en:sparkling-wines, en:champagnes",,https://images.openfoodfacts.org/images/products/304/370/010/3814/front_fr.16.400.jpg
3245391237858,Champagne CHARLES VINCENT BRUT,"en:beverages, en:alcoholic-beverages, en:wines, en:wines-from-france, en:sparkling-wines, en:champagnes, en:french-champagnes",Champagne brut.,https://images.openfoodfacts.org/images/products/324/539/123/7858/front_fr.24.400.jpg
3250391033126,Champagne,"en:beverages, en:alcoholic-beverages, en:wines, en:sparkling-wines, en:champagnes",,https://images.openfoodfacts.org/images/products/325/039/103/3126/front_en.6.400.jpg
3256223411223,"Champagne AOP brut, 75cl","en:beverages-and-beverages-preparations, en:beverages, en:alcoholic-beverages, en:wines, en:wines-from-france, en:sparkling-wines, en:champagnes, en:french-champagnes, fr:champagnes-bruts",Contient des SULFITES,https://images.openfoodfacts.org/images/products/325/622/341/1223/front_fr.21.400.jpg
3256930103817,Champagne Blue Top Brut,"en:beverages-and-beverages-preparations, en:beverages, en:alcoholic-beverages, en:wines, en:wines-from-france, en:sparkling-wines, en:champagnes, en:french-champagnes, fr:champagnes-bruts",Champagne (_sulfites_),https://images.openfoodfacts.org/images/products/325/693/010/3817/front_fr.17.400.jpg
3260923012000,Brut réserve,"en:beverages, en:alcoholic-beverages, en:wines, en:wines-from-france, en:sparkling-wines, en:champagnes, en:french-champagnes, fr:champagnes-bruts",Contient des _sulfites_,https://images.openfoodfacts.org/images/products/326/092/301/2000/front_fr.8.400.jpg
3043700104330,Champagne Rosé,"en:beverages-and-beverages-preparations, en:beverages, en:alcoholic-beverages, en:wines, en:sparkling-wines, en:champagnes, en:rose-wines, fr:champagnes-roses",,https://images.openfoodfacts.org/images/products/304/370/010/4330/front_fr.9.400.jpg
20712907,Champagne,"en:beverages, en:alcoholic-beverages, en:wines, en:sparkling-wines, en:champagnes",,https://images.openfoodfacts.org/images/products/000/002/071/2907/front_fr.6.400.jpg
8413216001136,Cava,"en:beverages, en:alcoholic-beverages, en:wines, en:sparkling-wines, en:champagnes",,https://images.openfoodfacts.org/images/products/841/321/600/1136/front_fr.4.400.jpg
3497840000043,Champagne De Valbert Brut - Brut Réserve x1,"en:beverages, en:alcoholic-beverages, en:wines, en:sparkling-wines, en:champagnes",,https://images.openfoodfacts.org/images/products/349/784/000/0043/front_fr.5.400.jpg
3250391749560,Champagne Rosé Tradition,"en:beverages-and-beverages-preparations, en:beverages, en:alcoholic-beverages, en:wines, en:sparkling-wines, en:champagnes, en:rose-wines, fr:champagnes-roses",,https://images.openfoodfacts.org/images/products/325/039/174/9560/front_fr.3.400.jpg
3270190170921,Charles de courance champagne demi-sec,"en:beverages-and-beverages-preparations, en:beverages, en:alcoholic-beverages, en:wines, en:wines-from-france, en:sparkling-wines, en:champagnes",,https://images.openfoodfacts.org/images/products/327/019/017/0921/front_fr.3.400.jpg
4061458001861,Stolzenfels Sekt trocken,"en:beverages-and-beverages-preparations, en:beverages, en:alcoholic-beverages, en:wines, en:sparkling-wines, en:champagnes, en:sekt","Trauben, Fülldosage, Versanddosage, Stabilisatoren: enthält Citronensäure und/oder Hefe-Mannoproteine und/oder Metaweinsäure, Säureregulatoren: enthält Weinsäure (L(+)-) und/oder Apfelsäure (D,L-; L-), Konservierungsstoffe: Sulfite, Antioxidationsmittel: L-Ascorbinsäure.",https://images.openfoodfacts.org/images/products/406/145/800/1861/front_de.12.400.jpg
3256931071092,CHAMPAGNE HEIDSIECK MONOPOLE CUVÉE PRIVILÉGIÉE,"en:beverages-and-beverages-preparations, en:beverages, en:alcoholic-beverages, en:wines, en:sparkling-wines, en:champagnes",,https://images.openfoodfacts.org/images/products/325/693/107/1092/front_de.5.400.jpg
3253950000843,Vranken,"en:beverages, en:alcoholic-beverages, en:wines, en:sparkling-wines, en:champagnes",,https://images.openfoodfacts.org/images/products/325/395/000/0843/front_fr.3.400.jpg
4061458120876,Veuve Monsigny Brut Réserve Champagne,"en:beverages-and-beverages-preparations, en:beverages, en:alcoholic-beverages, en:wines, en:sparkling-wines, en:champagnes",,https://images.openfoodfacts.org/images/products/406/145/812/0876/front_de.6.400.jpg
3016570001030,75CL Champagne Brut Reserve Taittinger,"en:beverages, en:alcoholic-beverages, en:wines, en:wines-from-france, en:sparkling-wines, en:champagnes, en:french-champagnes, fr:champagnes-bruts",Champagne brut (_sulfites_),https://images.openfoodfacts.org/images/products/301/657/000/1030/front_fr.14.400.jpg
3016570001054,Champagne brut réserve,"en:beverages, en:alcoholic-beverages, en:wines, en:wines-from-france, en:sparkling-wines, en:champagnes, en:french-champagnes, fr:champagnes-bruts",Champagne brut (contient _sulfites_),https://images.openfoodfacts.org/images/products/301/657/000/1054/front_fr.9.400.jpg
3113930000105,Champagne Authentic demi-sec,"en:beverages, en:alcoholic-beverages, en:wines, en:wines-from-france, en:sparkling-wines, en:champagnes, en:french-champagnes, fr:champagnes-demi-secs","Assemblage de crus de Pinot, Chardonnay. Contient des _sulfites_.",https://images.openfoodfacts.org/images/products/311/393/000/0105/front_en.3.400.jpg
3113910312013,Champagne Alfred Rothschild et Cie brut,"en:beverages, en:alcoholic-beverages, en:wines, en:wines-from-france, en:sparkling-wines, en:champagnes, en:french-champagnes, fr:champagnes-bruts",Champagne brut (contient _sulfites_),https://images.openfoodfacts.org/images/products/311/391/031/2013/front_fr.3.400.jpg
3113910313010,Champagne Cuvée Excellence,"en:beverages-and-beverages-preparations, en:beverages, en:alcoholic-beverages, en:wines, en:sparkling-wines, en:champagnes",,https://images.openfoodfacts.org/images/products/311/391/031/3010/front_fr.6.400.jpg
3113910314017,Champagne brut rosé,"en:beverages-and-beverages-preparations, en:beverages, en:alcoholic-beverages, en:wines, en:sparkling-wines, en:champagnes, en:rose-wines, fr:champagnes-roses",Champagne brut rosé (_sulfites_),https://images.openfoodfacts.org/images/products/311/391/031/4017/front_fr.7.400.jpg
3113910322012,Champagne demi sec ALFRED DE ROTHSCHILD & CIE,"en:beverages, en:alcoholic-beverages, en:wines, en:sparkling-wines, en:champagnes, fr:champagnes-demi-secs",,https://images.openfoodfacts.org/images/products/311/391/032/2012/front_fr.16.400.jpg
3113934002273,Canard-Duchêne CHAMPAGNE,"en:beverages, en:alcoholic-beverages, en:wines, en:sparkling-wines, en:champagnes",,https://images.openfoodfacts.org/images/products/311/393/400/2273/front_fr.9.400.jpg
3114080116050,Champagne Brut Premier,"en:beverages, en:alcoholic-beverages, en:wines, en:sparkling-wines, en:champagnes",Contient des _sulfites_.,https://images.openfoodfacts.org/images/products/311/408/011/6050/front_fr.7.400.jpg
3185370000021,Moët & Chandon Impérial Champagne Brut,"en:beverages, en:alcoholic-beverages, en:wines, en:sparkling-wines, en:champagnes",,https://images.openfoodfacts.org/images/products/318/537/000/0021/front_fr.17.400.jpg
3185370283905,Champagne Ruinart,"en:beverages, en:alcoholic-beverages, en:wines, en:sparkling-wines, en:champagnes",champagne,https://images.openfoodfacts.org/images/products/318/537/028/3905/front_en.5.400.jpg
3253958000166,Demoiselle rosé,"en:beverages, en:alcoholic-beverages, en:wines, en:wines-from-france, en:sparkling-wines, en:champagnes, en:rose-wines, en:french-champagnes, fr:champagnes-bruts, fr:champagnes-roses",Champagne (contient _sulfites_),https://images.openfoodfacts.org/images/products/325/395/800/0166/front_fr.6.400.jpg
